 Municipio, Mesa, Censo, Censo total, Votos_electores, Votos_interventores, Votos_totales, Votos_nulos, Votos_blancos, P.S.O.E., F.I.A., CHA, EB, BAR, I.U., P.P., P.C.P.E., PACMA, UPyD, COMPROMISO CON ARAGON, PAR, PODEMOS, EQUO, C`s, RECORTES CERO
 Zaragoza, 3-085 -A, 493.0, 493.0, 330.0, 0.0, 330.0, 3.0, 2.0, 28.0, 0.0, 14.0, 3.0, 0.0, 16.0, 155.0, 0.0, 3.0, 2.0, 2.0, 8.0, 42.0, 0.0, 51.0, 1.0
 Zaragoza, 3-085 -B, 537.0, 537.0, 386.0, 0.0, 386.0, 4.0, 4.0, 41.0, 0.0, 16.0, 2.0, 0.0, 12.0, 180.0, 0.0, 3.0, 7.0, 0.0, 10.0, 59.0, 0.0, 48.0, 0.0
 Zaragoza, 3-086 -A, 430.0, 430.0, 279.0, 0.0, 279.0, 5.0, 5.0, 63.0, 1.0, 10.0, 4.0, 1.0, 11.0, 83.0, 0.0, 1.0, 2.0, 0.0, 10.0, 57.0, 0.0, 25.0, 1.0
 Zaragoza, 3-086 -B, 481.0, 481.0, 325.0, 0.0, 325.0, 5.0, 6.0, 58.0, 0.0, 14.0, 3.0, 1.0, 12.0, 103.0, 0.0, 3.0, 5.0, 1.0, 11.0, 76.0, 0.0, 27.0, 0.0
 Zaragoza, 3-087 -U, 657.0, 657.0, 390.0, 0.0, 390.0, 6.0, 16.0, 72.0, 1.0, 21.0, 4.0, 2.0, 15.0, 107.0, 2.0, 4.0, 2.0, 2.0, 18.0, 84.0, 2.0, 31.0, 1.0
 Zaragoza, 3-088 -U, 581.0, 581.0, 334.0, 0.0, 334.0, 4.0, 1.0, 87.0, 0.0, 16.0, 2.0, 0.0, 15.0, 84.0, 0.0, 4.0, 7.0, 1.0, 9.0, 80.0, 2.0, 22.0, 0.0
 Zaragoza, 3-089 -A, 680.0, 681.0, 427.0, 0.0, 427.0, 3.0, 1.0, 83.0, 0.0, 28.0, 5.0, 0.0, 28.0, 118.0, 0.0, 3.0, 1.0, 2.0, 11.0, 110.0, 0.0, 34.0, 0.0
 Zaragoza, 3-089 -B, 695.0, 695.0, 420.0, 0.0, 420.0, 3.0, 13.0, 69.0, 0.0, 34.0, 2.0, 0.0, 24.0, 116.0, 0.0, 4.0, 3.0, 0.0, 5.0, 97.0, 1.0, 49.0, 0.0
 Zaragoza, 3-090 -A, 508.0, 508.0, 356.0, 0.0, 356.0, 0.0, 5.0, 65.0, 0.0, 14.0, 10.0, 0.0, 32.0, 79.0, 1.0, 5.0, 3.0, 0.0, 9.0, 86.0, 0.0, 46.0, 1.0
 Zaragoza, 3-090 -B, 506.0, 506.0, 347.0, 0.0, 347.0, 3.0, 9.0, 74.0, 0.0, 17.0, 1.0, 0.0, 24.0, 80.0, 1.0, 2.0, 4.0, 1.0, 12.0, 93.0, 1.0, 25.0, 0.0
 Zaragoza, 4-001 -U, 756.0, 756.0, 494.0, 0.0, 494.0, 1.0, 8.0, 71.0, 1.0, 20.0, 7.0, 0.0, 39.0, 130.0, 1.0, 5.0, 8.0, 2.0, 24.0, 119.0, 0.0, 57.0, 1.0
 Zaragoza, 4-002 -U, 759.0, 759.0, 498.0, 0.0, 498.0, 1.0, 5.0, 41.0, 0.0, 12.0, 10.0, 1.0, 20.0, 199.0, 1.0, 10.0, 5.0, 0.0, 17.0, 112.0, 0.0, 64.0, 0.0
 Zaragoza, 4-003 -U, 625.0, 625.0, 381.0, 0.0, 381.0, 4.0, 3.0, 37.0, 0.0, 9.0, 3.0, 1.0, 19.0, 160.0, 0.0, 1.0, 3.0, 0.0, 16.0, 73.0, 3.0, 49.0, 0.0
 Zaragoza, 4-004 -A, 519.0, 519.0, 390.0, 0.0, 390.0, 6.0, 5.0, 47.0, 0.0, 26.0, 8.0, 0.0, 26.0, 142.0, 1.0, 1.0, 8.0, 1.0, 18.0, 65.0, 1.0, 35.0, 0.0
 Zaragoza, 4-004 -B, 544.0, 544.0, 376.0, 0.0, 376.0, 11.0, 6.0, 54.0, 2.0, 5.0, 7.0, 0.0, 22.0, 150.0, 0.0, 5.0, 3.0, 1.0, 17.0, 63.0, 1.0, 29.0, 0.0
 Zaragoza, 4-005 -A, 440.0, 440.0, 315.0, 0.0, 315.0, 6.0, 4.0, 38.0, 2.0, 11.0, 4.0, 0.0, 11.0, 130.0, 1.0, 3.0, 7.0, 0.0, 15.0, 42.0, 2.0, 39.0, 0.0
 Zaragoza, 4-005 -B, 452.0, 452.0, 316.0, 0.0, 316.0, 4.0, 5.0, 36.0, 2.0, 5.0, 3.0, 0.0, 13.0, 120.0, 1.0, 2.0, 3.0, 0.0, 11.0, 69.0, 2.0, 40.0, 0.0
 Zaragoza, 4-006 -A, 431.0, 431.0, 305.0, 0.0, 305.0, 5.0, 2.0, 46.0, 0.0, 11.0, 1.0, 1.0, 13.0, 110.0, 2.0, 4.0, 0.0, 2.0, 10.0, 70.0, 1.0, 27.0, 0.0
 Zaragoza, 4-006 -B, 415.0, 415.0, 278.0, 0.0, 278.0, 10.0, 8.0, 41.0, 0.0, 18.0, 5.0, 1.0, 14.0, 91.0, 0.0, 7.0, 3.0, 0.0, 5.0, 53.0, 1.0, 21.0, 0.0
 Zaragoza, 4-007 -U, 747.0, 748.0, 495.0, 0.0, 495.0, 9.0, 6.0, 82.0, 0.0, 25.0, 1.0, 0.0, 25.0, 174.0, 0.0, 5.0, 8.0, 2.0, 14.0, 94.0, 3.0, 45.0, 2.0
 Zaragoza, 4-008 -U, 749.0, 749.0, 506.0, 0.0, 506.0, 6.0, 8.0, 56.0, 0.0, 13.0, 10.0, 0.0, 19.0, 183.0, 0.0, 4.0, 5.0, 2.0, 16.0, 107.0, 1.0, 74.0, 2.0
 Zaragoza, 4-009 -A, 513.0, 513.0, 345.0, 0.0, 345.0, 3.0, 6.0, 40.0, 0.0, 16.0, 2.0, 1.0, 23.0, 100.0, 0.0, 5.0, 9.0, 3.0, 18.0, 83.0, 2.0, 34.0, 0.0
 Zaragoza, 4-009 -B, 548.0, 548.0, 369.0, 0.0, 369.0, 9.0, 6.0, 62.0, 0.0, 19.0, 5.0, 0.0, 21.0, 113.0, 0.0, 1.0, 5.0, 1.0, 16.0, 75.0, 1.0, 35.0, 0.0
 Zaragoza, 4-010 -U, 731.0, 732.0, 481.0, 0.0, 481.0, 8.0, 9.0, 75.0, 0.0, 24.0, 4.0, 1.0, 31.0, 127.0, 0.0, 13.0, 9.0, 1.0, 18.0, 121.0, 4.0, 36.0, 0.0
 Zaragoza, 4-011 -A, 649.0, 649.0, 459.0, 0.0, 459.0, 5.0, 11.0, 61.0, 0.0, 11.0, 2.0, 0.0, 15.0, 208.0, 0.0, 4.0, 6.0, 0.0, 16.0, 53.0, 1.0, 66.0, 0.0
 Zaragoza, 4-011 -B, 694.0, 694.0, 486.0, 0.0, 486.0, 4.0, 12.0, 48.0, 0.0, 8.0, 5.0, 1.0, 17.0, 228.0, 1.0, 2.0, 8.0, 1.0, 19.0, 61.0, 1.0, 70.0, 0.0
 Zaragoza, 4-012 -U, 682.0, 682.0, 462.0, 0.0, 462.0, 4.0, 3.0, 38.0, 0.0, 17.0, 4.0, 0.0, 17.0, 224.0, 0.0, 5.0, 9.0, 0.0, 17.0, 65.0, 2.0, 56.0, 1.0
 Zaragoza, 4-013 -A, 402.0, 402.0, 288.0, 0.0, 288.0, 5.0, 4.0, 19.0, 0.0, 5.0, 3.0, 0.0, 9.0, 140.0, 0.0, 1.0, 7.0, 0.0, 6.0, 42.0, 0.0, 46.0, 1.0
 Zaragoza, 4-013 -B, 458.0, 458.0, 327.0, 0.0, 327.0, 3.0, 6.0, 28.0, 0.0, 3.0, 2.0, 1.0, 12.0, 145.0, 0.0, 2.0, 5.0, 1.0, 10.0, 54.0, 0.0, 55.0, 0.0
 Zaragoza, 4-014 -U, 703.0, 703.0, 498.0, 0.0, 498.0, 2.0, 13.0, 32.0, 0.0, 12.0, 4.0, 0.0, 11.0, 246.0, 0.0, 0.0, 11.0, 0.0, 19.0, 72.0, 2.0, 72.0, 2.0
 Zaragoza, 4-015 -U, 631.0, 631.0, 424.0, 0.0, 424.0, 2.0, 6.0, 61.0, 0.0, 24.0, 0.0, 0.0, 24.0, 154.0, 0.0, 3.0, 3.0, 0.0, 14.0, 77.0, 0.0, 56.0, 0.0
 Zaragoza, 4-016 -A, 552.0, 552.0, 406.0, 0.0, 406.0, 4.0, 5.0, 36.0, 0.0, 12.0, 6.0, 0.0, 20.0, 159.0, 1.0, 3.0, 8.0, 1.0, 16.0, 80.0, 3.0, 52.0, 0.0
 Zaragoza, 4-016 -B, 566.0, 566.0, 424.0, 0.0, 424.0, 5.0, 6.0, 46.0, 0.0, 22.0, 5.0, 0.0, 24.0, 151.0, 0.0, 4.0, 8.0, 1.0, 18.0, 87.0, 2.0, 44.0, 1.0
 Zaragoza, 4-017 -U, 699.0, 699.0, 515.0, 0.0, 515.0, 1.0, 9.0, 84.0, 0.0, 18.0, 8.0, 0.0, 31.0, 185.0, 0.0, 3.0, 11.0, 1.0, 17.0, 98.0, 0.0, 47.0, 2.0
 Zaragoza, 4-018 -U, 782.0, 783.0, 515.0, 0.0, 515.0, 4.0, 13.0, 54.0, 0.0, 17.0, 6.0, 1.0, 29.0, 196.0, 0.0, 5.0, 7.0, 0.0, 12.0, 105.0, 1.0, 65.0, 0.0
 Zaragoza, 4-021 -A, 522.0, 522.0, 346.0, 0.0, 346.0, 1.0, 4.0, 42.0, 0.0, 9.0, 6.0, 1.0, 17.0, 142.0, 0.0, 0.0, 2.0, 0.0, 12.0, 71.0, 1.0, 37.0, 1.0
 Zaragoza, 4-021 -B, 554.0, 554.0, 371.0, 0.0, 371.0, 3.0, 10.0, 35.0, 0.0, 20.0, 4.0, 0.0, 20.0, 155.0, 0.0, 1.0, 5.0, 0.0, 17.0, 68.0, 0.0, 33.0, 0.0
 Zaragoza, 4-023 -A, 531.0, 531.0, 364.0, 0.0, 364.0, 2.0, 2.0, 47.0, 1.0, 7.0, 2.0, 0.0, 13.0, 147.0, 1.0, 3.0, 4.0, 0.0, 20.0, 82.0, 0.0, 33.0, 0.0
 Zaragoza, 4-023 -B, 547.0, 547.0, 381.0, 0.0, 381.0, 6.0, 5.0, 64.0, 0.0, 10.0, 6.0, 0.0, 16.0, 148.0, 0.0, 0.0, 3.0, 0.0, 20.0, 64.0, 2.0, 37.0, 0.0
 Zaragoza, 4-024 -A, 422.0, 422.0, 274.0, 0.0, 274.0, 3.0, 3.0, 26.0, 0.0, 7.0, 3.0, 0.0, 12.0, 116.0, 1.0, 1.0, 2.0, 0.0, 17.0, 41.0, 0.0, 42.0, 0.0
 Zaragoza, 4-024 -B, 419.0, 419.0, 283.0, 0.0, 283.0, 2.0, 5.0, 28.0, 0.0, 15.0, 5.0, 0.0, 8.0, 117.0, 2.0, 3.0, 5.0, 0.0, 19.0, 41.0, 1.0, 32.0, 0.0
 Zaragoza, 4-025 -A, 487.0, 487.0, 317.0, 0.0, 317.0, 5.0, 5.0, 43.0, 1.0, 11.0, 1.0, 0.0, 11.0, 95.0, 0.0, 1.0, 3.0, 0.0, 9.0, 94.0, 0.0, 36.0, 2.0
 Zaragoza, 4-025 -B, 533.0, 533.0, 358.0, 0.0, 358.0, 1.0, 7.0, 42.0, 1.0, 13.0, 5.0, 1.0, 11.0, 143.0, 0.0, 4.0, 5.0, 0.0, 13.0, 70.0, 1.0, 41.0, 0.0
 Zaragoza, 4-027 -A, 558.0, 558.0, 370.0, 0.0, 370.0, 2.0, 12.0, 45.0, 1.0, 11.0, 2.0, 0.0, 14.0, 121.0, 0.0, 2.0, 4.0, 2.0, 10.0, 110.0, 2.0, 28.0, 4.0
 Zaragoza, 4-027 -B, 535.0, 536.0, 344.0, 0.0, 344.0, 8.0, 11.0, 47.0, 0.0, 14.0, 5.0, 0.0, 18.0, 92.0, 1.0, 5.0, 4.0, 0.0, 5.0, 104.0, 1.0, 29.0, 0.0
 Zaragoza, 4-028 -A, 492.0, 492.0, 323.0, 0.0, 323.0, 4.0, 4.0, 49.0, 1.0, 17.0, 3.0, 0.0, 12.0, 93.0, 0.0, 3.0, 4.0, 1.0, 6.0, 81.0, 0.0, 43.0, 2.0
 Zaragoza, 4-028 -B, 534.0, 534.0, 353.0, 0.0, 353.0, 2.0, 6.0, 34.0, 1.0, 13.0, 5.0, 0.0, 20.0, 113.0, 0.0, 9.0, 4.0, 2.0, 15.0, 84.0, 1.0, 43.0, 1.0
 Zaragoza, 4-029 -A, 563.0, 563.0, 383.0, 0.0, 383.0, 5.0, 5.0, 45.0, 0.0, 12.0, 3.0, 0.0, 17.0, 169.0, 0.0, 6.0, 1.0, 0.0, 12.0, 70.0, 0.0, 38.0, 0.0
 Zaragoza, 4-029 -B, 509.0, 509.0, 347.0, 0.0, 347.0, 1.0, 2.0, 36.0, 0.0, 5.0, 2.0, 1.0, 8.0, 146.0, 0.0, 5.0, 3.0, 0.0, 9.0, 76.0, 1.0, 52.0, 0.0
 Zaragoza, 4-031 -U, 683.0, 683.0, 430.0, 0.0, 430.0, 5.0, 7.0, 41.0, 0.0, 12.0, 10.0, 0.0, 12.0, 176.0, 0.0, 8.0, 7.0, 0.0, 5.0, 82.0, 0.0, 65.0, 0.0
 Zaragoza, 4-033 -A, 458.0, 458.0, 323.0, 0.0, 323.0, 4.0, 5.0, 42.0, 0.0, 16.0, 3.0, 0.0, 17.0, 127.0, 0.0, 1.0, 8.0, 1.0, 10.0, 57.0, 1.0, 31.0, 0.0
 Zaragoza, 4-033 -B, 478.0, 478.0, 338.0, 0.0, 338.0, 2.0, 5.0, 39.0, 0.0, 11.0, 4.0, 0.0, 23.0, 129.0, 0.0, 1.0, 6.0, 4.0, 7.0, 84.0, 2.0, 20.0, 1.0
 Zaragoza, 4-034 -A, 421.0, 421.0, 304.0, 0.0, 304.0, 3.0, 3.0, 19.0, 0.0, 12.0, 3.0, 3.0, 18.0, 122.0, 0.0, 1.0, 6.0, 0.0, 9.0, 59.0, 0.0, 46.0, 0.0
 Zaragoza, 4-034 -B, 455.0, 455.0, 325.0, 0.0, 325.0, 4.0, 9.0, 43.0, 0.0, 20.0, 4.0, 0.0, 12.0, 106.0, 0.0, 3.0, 6.0, 3.0, 13.0, 68.0, 0.0, 34.0, 0.0
 Zaragoza, 4-035 -U, 653.0, 653.0, 503.0, 0.0, 503.0, 6.0, 19.0, 50.0, 0.0, 14.0, 5.0, 1.0, 21.0, 180.0, 0.0, 7.0, 7.0, 1.0, 23.0, 95.0, 1.0, 71.0, 2.0
 Zaragoza, 4-036 -A, 440.0, 440.0, 321.0, 0.0, 321.0, 4.0, 7.0, 24.0, 0.0, 14.0, 4.0, 1.0, 7.0, 139.0, 0.0, 2.0, 9.0, 1.0, 8.0, 46.0, 2.0, 53.0, 0.0
 Zaragoza, 4-036 -B, 446.0, 446.0, 340.0, 0.0, 340.0, 1.0, 4.0, 40.0, 0.0, 7.0, 3.0, 0.0, 13.0, 150.0, 0.0, 3.0, 6.0, 2.0, 19.0, 55.0, 2.0, 35.0, 0.0
 Zaragoza, 4-037 -A, 746.0, 749.0, 554.0, 0.0, 554.0, 4.0, 13.0, 42.0, 0.0, 9.0, 2.0, 0.0, 22.0, 270.0, 0.0, 6.0, 13.0, 0.0, 23.0, 62.0, 1.0, 87.0, 0.0
 Zaragoza, 4-037 -B, 804.0, 804.0, 600.0, 0.0, 600.0, 5.0, 10.0, 47.0, 0.0, 10.0, 3.0, 0.0, 18.0, 285.0, 0.0, 4.0, 12.0, 2.0, 25.0, 73.0, 1.0, 104.0, 1.0
 Zaragoza, 4-038 -A, 647.0, 647.0, 431.0, 0.0, 431.0, 3.0, 6.0, 49.0, 0.0, 16.0, 6.0, 0.0, 12.0, 172.0, 0.0, 3.0, 7.0, 1.0, 12.0, 91.0, 2.0, 51.0, 0.0
 Zaragoza, 4-038 -B, 694.0, 694.0, 487.0, 0.0, 487.0, 5.0, 7.0, 59.0, 0.0, 15.0, 5.0, 0.0, 10.0, 174.0, 1.0, 4.0, 11.0, 0.0, 12.0, 121.0, 0.0, 62.0, 1.0
 Zaragoza, 4-039 -U, 726.0, 726.0, 429.0, 0.0, 429.0, 3.0, 5.0, 132.0, 0.0, 29.0, 1.0, 2.0, 17.0, 83.0, 1.0, 1.0, 9.0, 1.0, 10.0, 108.0, 0.0, 26.0, 1.0
 Zaragoza, 4-040 -U, 543.0, 543.0, 331.0, 0.0, 331.0, 5.0, 2.0, 62.0, 0.0, 11.0, 5.0, 0.0, 11.0, 70.0, 0.0, 5.0, 2.0, 0.0, 8.0, 101.0, 3.0, 46.0, 0.0
 Zaragoza, 4-041 -A, 510.0, 510.0, 350.0, 0.0, 350.0, 1.0, 5.0, 47.0, 0.0, 11.0, 4.0, 0.0, 15.0, 125.0, 0.0, 3.0, 6.0, 0.0, 20.0, 54.0, 0.0, 59.0, 0.0
 Zaragoza, 4-041 -B, 558.0, 558.0, 386.0, 0.0, 386.0, 0.0, 8.0, 58.0, 0.0, 15.0, 4.0, 0.0, 10.0, 137.0, 0.0, 3.0, 8.0, 1.0, 20.0, 68.0, 0.0, 54.0, 0.0
 Zaragoza, 4-042 -A, 789.0, 789.0, 530.0, 0.0, 530.0, 14.0, 0.0, 30.0, 1.0, 6.0, 7.0, 0.0, 7.0, 290.0, 0.0, 4.0, 7.0, 0.0, 19.0, 53.0, 0.0, 92.0, 0.0
 Zaragoza, 4-042 -B, 737.0, 737.0, 544.0, 0.0, 544.0, 1.0, 4.0, 30.0, 0.0, 6.0, 5.0, 0.0, 6.0, 309.0, 1.0, 2.0, 7.0, 1.0, 15.0, 46.0, 0.0, 111.0, 0.0
 Zaragoza, 4-043 -U, 816.0, 816.0, 576.0, 0.0, 576.0, 1.0, 10.0, 41.0, 0.0, 17.0, 4.0, 0.0, 23.0, 285.0, 0.0, 2.0, 10.0, 0.0, 23.0, 95.0, 1.0, 64.0, 0.0
 Zaragoza, 4-044 -A, 599.0, 599.0, 465.0, 0.0, 465.0, 3.0, 18.0, 53.0, 0.0, 16.0, 4.0, 0.0, 10.0, 176.0, 0.0, 1.0, 10.0, 0.0, 13.0, 60.0, 1.0, 99.0, 1.0
 Zaragoza, 4-044 -B, 681.0, 681.0, 501.0, 0.0, 501.0, 1.0, 11.0, 57.0, 0.0, 19.0, 10.0, 0.0, 10.0, 203.0, 1.0, 3.0, 9.0, 1.0, 23.0, 60.0, 2.0, 90.0, 1.0
 Zaragoza, 4-045 -A, 643.0, 643.0, 452.0, 0.0, 452.0, 3.0, 13.0, 42.0, 1.0, 13.0, 4.0, 0.0, 12.0, 198.0, 1.0, 2.0, 11.0, 1.0, 12.0, 69.0, 0.0, 69.0, 1.0
 Zaragoza, 4-045 -B, 638.0, 639.0, 456.0, 0.0, 456.0, 3.0, 13.0, 37.0, 0.0, 14.0, 4.0, 0.0, 18.0, 198.0, 2.0, 0.0, 11.0, 3.0, 18.0, 76.0, 0.0, 59.0, 0.0
 Zaragoza, 4-046 -U, 515.0, 515.0, 331.0, 0.0, 331.0, 7.0, 5.0, 72.0, 0.0, 18.0, 3.0, 0.0, 19.0, 68.0, 0.0, 1.0, 3.0, 2.0, 8.0, 97.0, 0.0, 28.0, 0.0
 Zaragoza, 4-048 -A, 685.0, 685.0, 525.0, 0.0, 525.0, 3.0, 12.0, 83.0, 0.0, 14.0, 13.0, 0.0, 20.0, 177.0, 0.0, 4.0, 6.0, 2.0, 22.0, 86.0, 1.0, 82.0, 0.0
 Zaragoza, 4-048 -B, 667.0, 667.0, 502.0, 1.0, 503.0, 4.0, 9.0, 69.0, 0.0, 21.0, 4.0, 0.0, 19.0, 189.0, 1.0, 0.0, 10.0, 2.0, 23.0, 78.0, 1.0, 72.0, 1.0
 Zaragoza, 4-049 -U, 734.0, 734.0, 568.0, 0.0, 568.0, 6.0, 11.0, 62.0, 0.0, 22.0, 5.0, 1.0, 38.0, 185.0, 0.0, 1.0, 5.0, 0.0, 25.0, 123.0, 3.0, 80.0, 1.0
 Zaragoza, 4-051 -A, 592.0, 592.0, 458.0, 0.0, 458.0, 7.0, 6.0, 54.0, 0.0, 24.0, 10.0, 0.0, 27.0, 139.0, 0.0, 3.0, 7.0, 0.0, 15.0, 100.0, 0.0, 66.0, 0.0
 Zaragoza, 4-051 -B, 652.0, 652.0, 502.0, 0.0, 502.0, 4.0, 9.0, 44.0, 0.0, 19.0, 9.0, 0.0, 24.0, 184.0, 0.0, 6.0, 13.0, 0.0, 19.0, 92.0, 1.0, 78.0, 0.0
 Zaragoza, 4-052 -U, 815.0, 816.0, 629.0, 0.0, 629.0, 4.0, 10.0, 59.0, 0.0, 12.0, 5.0, 0.0, 11.0, 299.0, 0.0, 2.0, 11.0, 2.0, 16.0, 87.0, 0.0, 111.0, 0.0
 Zaragoza, 4-053 -A, 537.0, 538.0, 396.0, 0.0, 396.0, 2.0, 9.0, 37.0, 1.0, 13.0, 3.0, 0.0, 7.0, 160.0, 0.0, 4.0, 6.0, 0.0, 13.0, 54.0, 2.0, 84.0, 1.0
 Zaragoza, 4-053 -B, 611.0, 611.0, 448.0, 0.0, 448.0, 2.0, 5.0, 43.0, 1.0, 12.0, 2.0, 0.0, 11.0, 190.0, 0.0, 6.0, 8.0, 1.0, 16.0, 59.0, 1.0, 91.0, 0.0
 Zaragoza, 4-054 -A, 500.0, 500.0, 330.0, 0.0, 330.0, 2.0, 6.0, 35.0, 0.0, 9.0, 3.0, 0.0, 11.0, 122.0, 0.0, 2.0, 3.0, 0.0, 10.0, 71.0, 0.0, 56.0, 0.0
 Zaragoza, 4-054 -B, 455.0, 455.0, 295.0, 0.0, 295.0, 4.0, 8.0, 25.0, 0.0, 16.0, 3.0, 0.0, 13.0, 103.0, 0.0, 0.0, 3.0, 2.0, 10.0, 62.0, 0.0, 44.0, 2.0
 Zaragoza, 4-055 -A, 588.0, 588.0, 463.0, 0.0, 463.0, 0.0, 16.0, 32.0, 0.0, 10.0, 10.0, 0.0, 26.0, 155.0, 1.0, 3.0, 8.0, 1.0, 26.0, 85.0, 0.0, 89.0, 1.0
 Zaragoza, 4-055 -B, 635.0, 635.0, 470.0, 0.0, 470.0, 2.0, 10.0, 38.0, 1.0, 14.0, 6.0, 0.0, 17.0, 153.0, 0.0, 1.0, 14.0, 1.0, 25.0, 94.0, 4.0, 90.0, 0.0
 Zaragoza, 4-055 -C, 563.0, 563.0, 429.0, 0.0, 429.0, 4.0, 10.0, 44.0, 1.0, 12.0, 3.0, 0.0, 21.0, 150.0, 0.0, 2.0, 7.0, 1.0, 15.0, 68.0, 0.0, 91.0, 0.0
 Zaragoza, 4-056 -A, 513.0, 513.0, 398.0, 0.0, 398.0, 2.0, 10.0, 47.0, 0.0, 15.0, 8.0, 0.0, 7.0, 153.0, 0.0, 0.0, 5.0, 1.0, 11.0, 67.0, 0.0, 72.0, 0.0
 Zaragoza, 4-056 -B, 459.0, 459.0, 351.0, 0.0, 351.0, 1.0, 4.0, 42.0, 0.0, 14.0, 2.0, 0.0, 9.0, 127.0, 0.0, 1.0, 7.0, 0.0, 10.0, 58.0, 0.0, 76.0, 0.0
 Zaragoza, 4-057 -A, 569.0, 569.0, 420.0, 0.0, 420.0, 4.0, 11.0, 40.0, 0.0, 13.0, 4.0, 0.0, 12.0, 174.0, 0.0, 5.0, 2.0, 0.0, 27.0, 54.0, 1.0, 73.0, 0.0
 Zaragoza, 4-057 -B, 587.0, 587.0, 422.0, 0.0, 422.0, 5.0, 8.0, 36.0, 0.0, 11.0, 5.0, 0.0, 11.0, 171.0, 0.0, 2.0, 7.0, 0.0, 16.0, 61.0, 3.0, 86.0, 0.0
 Zaragoza, 4-057 -C, 584.0, 584.0, 404.0, 0.0, 404.0, 1.0, 9.0, 31.0, 1.0, 10.0, 9.0, 0.0, 9.0, 164.0, 0.0, 4.0, 3.0, 2.0, 23.0, 50.0, 2.0, 85.0, 1.0
 Zaragoza, 4-058 -A, 593.0, 593.0, 442.0, 0.0, 442.0, 5.0, 3.0, 47.0, 0.0, 7.0, 6.0, 2.0, 17.0, 144.0, 0.0, 5.0, 8.0, 0.0, 27.0, 83.0, 2.0, 86.0, 0.0
 Zaragoza, 4-058 -B, 676.0, 676.0, 504.0, 0.0, 504.0, 5.0, 8.0, 51.0, 0.0, 14.0, 8.0, 1.0, 13.0, 182.0, 0.0, 2.0, 5.0, 2.0, 29.0, 90.0, 3.0, 91.0, 0.0
 Zaragoza, 4-059 -A, 388.0, 388.0, 281.0, 0.0, 281.0, 2.0, 10.0, 12.0, 0.0, 19.0, 3.0, 0.0, 10.0, 85.0, 0.0, 3.0, 12.0, 3.0, 7.0, 55.0, 1.0, 59.0, 0.0
 Zaragoza, 4-059 -B, 474.0, 474.0, 324.0, 0.0, 324.0, 3.0, 10.0, 32.0, 0.0, 17.0, 1.0, 1.0, 12.0, 87.0, 0.0, 1.0, 5.0, 1.0, 11.0, 75.0, 0.0, 68.0, 0.0
 Zaragoza, 4-060 -A, 557.0, 557.0, 411.0, 0.0, 411.0, 8.0, 3.0, 62.0, 1.0, 22.0, 3.0, 1.0, 23.0, 55.0, 0.0, 9.0, 6.0, 2.0, 10.0, 140.0, 1.0, 64.0, 1.0
 Zaragoza, 4-060 -B, 614.0, 614.0, 428.0, 0.0, 428.0, 5.0, 7.0, 71.0, 0.0, 30.0, 2.0, 0.0, 16.0, 65.0, 0.0, 7.0, 8.0, 1.0, 5.0, 149.0, 2.0, 58.0, 2.0
 Zaragoza, 4-060 -C, 619.0, 619.0, 445.0, 0.0, 445.0, 4.0, 10.0, 51.0, 1.0, 36.0, 6.0, 1.0, 16.0, 77.0, 0.0, 6.0, 7.0, 2.0, 11.0, 155.0, 0.0, 62.0, 0.0
 Zaragoza, 4-061 -A, 613.0, 613.0, 440.0, 0.0, 440.0, 7.0, 7.0, 72.0, 1.0, 28.0, 6.0, 0.0, 21.0, 49.0, 0.0, 6.0, 8.0, 0.0, 12.0, 155.0, 0.0, 67.0, 1.0
 Zaragoza, 4-061 -B, 644.0, 644.0, 462.0, 0.0, 462.0, 6.0, 5.0, 57.0, 0.0, 31.0, 7.0, 1.0, 23.0, 67.0, 1.0, 8.0, 11.0, 1.0, 11.0, 160.0, 3.0, 69.0, 1.0
 Zaragoza, 4-061 -C, 632.0, 632.0, 418.0, 0.0, 418.0, 6.0, 2.0, 63.0, 0.0, 35.0, 3.0, 0.0, 18.0, 55.0, 0.0, 12.0, 4.0, 3.0, 13.0, 145.0, 1.0, 58.0, 0.0
 Zaragoza, 4-062 -A, 554.0, 554.0, 406.0, 0.0, 406.0, 3.0, 7.0, 37.0, 1.0, 25.0, 2.0, 0.0, 6.0, 98.0, 0.0, 8.0, 7.0, 1.0, 7.0, 125.0, 0.0, 79.0, 0.0
 Zaragoza, 4-062 -B, 612.0, 612.0, 437.0, 0.0, 437.0, 5.0, 6.0, 44.0, 2.0, 32.0, 8.0, 0.0, 22.0, 77.0, 0.0, 4.0, 6.0, 1.0, 19.0, 134.0, 0.0, 77.0, 0.0
 Zaragoza, 4-063 -A, 573.0, 573.0, 393.0, 0.0, 393.0, 7.0, 7.0, 34.0, 0.0, 22.0, 7.0, 1.0, 31.0, 68.0, 0.0, 4.0, 3.0, 1.0, 14.0, 123.0, 0.0, 71.0, 0.0
 Zaragoza, 4-063 -B, 643.0, 643.0, 478.0, 0.0, 478.0, 5.0, 12.0, 40.0, 1.0, 34.0, 4.0, 1.0, 26.0, 95.0, 1.0, 6.0, 6.0, 3.0, 5.0, 161.0, 1.0, 76.0, 1.0
